epoch,global_step,batch_idx,loss,loss_avg,grad_norm,lr,samples_per_sec,dl_wait_ms,h2d_ms,forward_ms,backward_ms,optimizer_ms,total_iter_ms,peak_mem_mb,num_tokens
0,0,0,10.82652759552002,10.82652759552002,3.537740468978882,1.4999999999999998e-06,5.549582285788213,279.084914998748,2.7688961029052734,883.6033935546875,82.46883392333984,192.5714569091797,1441.549937999298,6012.67456,105
0,10,10,10.804183006286621,10.81721089103005,3.1832542419433594,1.6499999999999998e-05,39.630454532036886,28.08326745434897,1.7851519909772007,118.86756654219194,40.196962876753375,115.65317257967862,305.0553169090232,6013.889024,107
0,20,20,10.700065612792969,10.787799971444267,3.5817997455596924,3.149999999999999e-05,43.2184407642426,16.34757104745534,1.7125958090736753,81.4231071472168,36.92859740484329,111.8572765531994,248.71251238090778,6013.889024,108
0,30,30,10.422447204589844,10.72189740211733,4.137071132659912,4.65e-05,43.289875799413764,12.192574580577427,1.68588593698317,67.952942509805,35.885062186948716,110.45220971876576,228.60259903228,6013.889024,114
0,40,40,9.887532234191895,10.58631113098889,4.80666971206665,6.149999999999999e-05,43.10901087150027,10.114476878010375,1.671998439765558,61.07961924483136,35.32098416584294,109.74215381901439,218.3571130975374,6013.889024,105
0,50,50,9.281967163085938,10.377053546905518,4.600802898406982,7.649999999999999e-05,43.21461624630586,3.3252054600961856,1.638529918193817,40.40772491455078,34.11944511413574,107.66356246948243,187.56581862005987,6013.889024,105
0,60,60,8.288976669311523,9.98032205581665,4.997467041015625,9.149999999999999e-05,41.25965648737511,3.316454800115025,1.6245120000839233,39.96498046875,33.656028213500974,107.58974990844726,186.563555340108,6013.889024,92
0,70,70,7.505125999450684,9.42008822441101,4.53389310836792,0.00010649999999999999,43.34258609046049,3.245188480177603,1.6231302404403687,39.98963272094726,33.5864640045166,107.5639862060547,186.42292102020292,6013.889024,117
0,80,80,6.690732955932617,8.74284631729126,4.115468978881836,0.0001215,43.20098497408396,3.1535126801463775,1.6213510417938233,40.00627456665039,33.583784408569336,107.57772674560547,186.3558373801061,6013.889024,95
0,90,90,6.005540370941162,8.032379579544067,3.10526180267334,0.00013649999999999998,43.40017051816926,3.009447720069147,1.6129760003089906,39.886582946777345,33.621742782592776,107.57246307373048,186.1067287800688,6013.889024,114
